title,description,price,pagecount,publisher,writer,artist,coverartist,productcode,upc,color,format
Justice League Power Rangers TP,"(W) Tom Taylor (A) Stephen Byrne (CA) Karl Kerschl Something terrible has happened in Angel Grove! When the Command Center is breached and the teleporters are damaged, Zack is flung into another universe, where he's mistaken for a villain by a mysterious masked vigilante. Can the other Power Rangers get to their friend in time to save him from Batman? Collects Justice League/Power Rangers #1-6. Co-published with BOOM! Studios.",9.85,,DC,Tom Taylor,Stephen Byrne,Karl Kerschl,AUG180629,9781401285159,Color,Softcover
Justice League of America Midsummers Nightmare DLX HC,"(W) Mark Waid, Fabian Nicieza (A) Jeff Johnson, Darick Robertson (CA) Kevin Maguire In this three-issue miniseries that led into Grant Morrison's JLA run, something is wrong with the World's Greatest Heroes! Each has forgotten the life in which he or she wore a costume and protected the planet with their own unique powers and abilities. Even stranger, ordinary people everywhere are gaining their own powers in an insidious plan to cultivate Earth's population as a race of super-soldiers!",14.49,128.0,DC,Mark Waid,Jeff Johnson,Kevin Maguire,JUL170480,9781401274320,Color,Hardcover
Justice League of America the Road to Rebirth TP,"(W) Steve Orlando, Jody Houser (A) Ivan Reis & Various (CA) Ivan Reis, Joe Prado Spinning out of JUSTICE LEAGUE VS. SUICIDE SQUAD, as a part of DC Universe Rebirth, the most diverse Justice League of America ever returns! Explore the roots of four very different metahumans in stories from Justice League Of America: Rebirth #1, Justice League Of America: Killer Frost #1, Justice League Of America: The Ray #1, Justice League Of America: The Atom #1 and Justice League Of America: Vixen #1",8.69,128.0,DC,Steve Orlando,Ivan Reis,Ivan Reis,MAR170413,9781401273521,Full Color,Softcover
Justice League of America By Brad Meltzer DLX Ed HC,"(W) Geoff Johns, Brad Meltzer (A) Ed Benes & Various (CA) Ed Benes New York Times bestselling novelist Brad Meltzer's entire run on Justice League of America is collected for the first time! After the darkest hour in the history of the DC Universe, Superman, Batman, and Wonder Woman meet to choose who will make up the new Justice League of America. Then, the new team discovers that several members of the Legion of Super-Heroes are in the present! With the help of the Justice Society of America, Superman and his team must track down all seven Legionnaires to discover why these heroes have traveled back in time! Collects Justice League of America (2006) #0-12 and Justice Society of America (2006) #5-6.",23.19,470.0,DC,Unknown,Unknown,Unknown,MAR200652,9781779502452,Full Color,Hardcover
Justice League of America Archives HC Vol 02,"These deluxe hardcover editions reprint the Justice League of America's earliest adventures, including the rare Brave & the Bold issues and early Justice League of America tales. These classic tales feature a stellar line-up, with a roster including Wonder Woman, Superman, Batman, and more!",24.97,256.0,DC,Gardner Fox,Mike Sekowsky Murphy Anderson,Mike Sekowsky Murphy Anderson,STAR12082,76194120116000212,Color,Hardcover
Justice League Rebirth DLX Coll HC Book 01,"(W) Bryan Hitch (A) Tony S. Daniel & Various (CA) Tony S. Daniel A new day dawns for the Justice League as they welcome a slew of new members into their ranks. But can the world's greatest superheroes trust these new recruits? And will the members of the League be able to come together against an ancient evil that threatens to reclaim not just the world, but the entire universe?! Collects JUSTICE LEAGUE: REBIRTH #1 and JUSTICE LEAGUE #1-11.",20.29,312.0,DC,Bryan Hitch,Tony S. Daniel,Tony S. Daniel,APR170416,9781401271138,Color,Hardcover
Justice League Power Rangers HC,"(W) Tom Taylor (A) Stephen Byrne (CA) Karl Kerschl Something terrible has happened in Angel Grove! When the Command Center is breached and the teleporters are damaged, Zack is flung into another universe, where he's mistaken for a villain by a mysterious masked vigilante. Can the other Power Rangers get to their friend in time to save him from Batman? Collects Justice League/Power Rangers #1-6. Co-published with BOOM! Studios.",14.49,160.0,DC,Tom Taylor,Stephen Byrne,Karl Kerschl,SEP170418,9781401272005,Color,Hardcover
Justice League of America A Celebration of 60 Years HC (Limit 1 Per Customer),"(W) Gardner Fox & Various (A) Mike Sekowsky & Various (CA) Jim Cheung Celebrate the 60-year history of the Justice League! This volume includes pivotal moments such as 'Crisis on Earth-Three,' the formation of Justice League International, the debut of the 1990s JLA series, the team's New 52 origin, and more! Collects The Brave and the Bold #28; Justice League of America #29-30, #79, #140, #144 and #200 (1964-1982); Justice League of America Annual #2; Justice League #1 (1987); JLA #1 and #43; Justice League of America #1 (2006); Justice League #1 (2011); and Justice League #1 (2018).",17.39,448.0,DC,Unknown,Unknown,Unknown,DEC190574,9781401299514,Color,Hardcover
Justice League Odyssey TP Vol 02 Death of the Dark,"A threat is rising in the Ghost Sector and the Odyssey team must decide-do they escape or do they face it? The fate of the entire Multiverse could hinge on their decision! Cyborg, Starfire, Azrael and Jessica Cruz learn to work as a team against some of the largest threats in the universe. Dark powers are gathering, and Darkseid is on their heels. The team must make difficult decisions as the lives of trillions hang in the balance! Collects issues #6-12.",9.85,176.0,DC,Dan Abnett,Carmine Di Giandomenico,Carmine Di Giandomenico,AUG190667,9781401295066,Color,Softcover
Justice League No Justice TP,"(W) James TynionIV & Various (A) Francis Manapul & Various (CA) Francis Manapul DARK NIGHTS: METAL left the DC Universe transformed in ways both terrifying and wondrous-and only the Justice League is strong enough to face the threats to come? or are they? Four giant beings composed of the universe's major energies are on their way to destroy the planet Colu. The only way to take down this unimaginable threat is for the super-teams of Earth to form new alliances. What secrets will Superman, Martian Manhunter and Team Mystery discover? Will Zatanna, Wonder Woman and Team Wonder awaken alien magic? What can Harley Quinn possibly have to teach Team Wisdom? And why is Beast Boy on Team Entropy? Find out in this collection of the four-issue weekly series that also includes the prelude story from DC NATION #0.",9.85,,DC,James Tynioniv,Francis Manapul,Francis Manapul,JUN180583,9781401283346,Black & White,Softcover
Justice League of America the Silver Age TP Vol 03,"(W) Gardner Fox (A) Mike Sekowsky, Bernard Sachs (CA) Michael Cho In these 1960s adventures, Aquaman, the Atom, Batman, the Flash, Green Arrow, Green Lantern, Superman and Wonder Woman meets the Justice Society of America from the parallel world known as Earth-1 and take on the evil of Felix Faust, the Wizard, the Icicle, Kanjar Ro, Despero, Dr. Light and more! Collects JUSTICE LEAGUE OF AMERICA #20-30.",14.49,296.0,DC,Gardner Fox,Mike Sekowsky,Michael Cho,JAN170393,9781401268626,Full Color,Softcover
Justice League Odyssey Vol 04 Last Stand TP,"(W) Dan Abnett (A) Cliff Richards, Will Conrad (CA) Skan It?s the team?s final stand against Darkseid! Lost beyond the edge of the universe, the misfit team of Justice League Odyssey crosses paths with Epoch. The Lord of Time has a great plan to solve everything, but it might be the single most dangerous thing anyone has ever done?putting him at odds with Darkseid, with reality at stake. Green Lantern Jessica Cruz and her team have one chance to avert catastrophe, but they?ll have to steal Epoch?s time technology to do it?and risk unraveling the entire history of the DC Universe! Collects Justice League Odyssey #19-25.",9.85,,DC,Dan Abnett,Will Conrad Cliff Richards,Skan,DEC207102,9781779509161,Unknown,Softcover
Justice League Odyssey TP Vol 03 Final Frontier,"Returned to power, with the reborn New Gods at his side and the Ghost Sector as an implacable fortress, Darkseid sets his sights on the remaining universe! An unknown warrior assembles Green Lantern Jessica Cruz and various heroes to form a new JLO as guardians of the Ghost Sector. Outnumbered against Darkseid's savage para-angel strikeforce, they'll have to fight their way through Darkseid's new multiplanet realm of Apokolips to take control of Sepulkore-or die trying. Collects Justice League Odyssey #13-18.",9.85,152.0,DC,Unknown,Unknown,Unknown,JUN200546,9781401299873,Full Color,Softcover
Justice League International Omnibus Vol 02 HC,"(W) KEITH GIFFEN, J.M. DeMATTEIS, LEN WEIN, and others (A) ADAM HUGHES, MIKE McKONE, KEITH GIFFEN, BART SEARS, MARSHALL ROGERS, CHRIS SPROUSE, and others (CA) BART SEARS The ?bwa-ha-ha? era continues as the writing team of Keith Giffen and J.M. DeMatteis is joined by artists including Adam Hughes, Mike McKone, and more! In these issues, Blue Beetle and Booster Gold open ?Club JLI,? G?nort takes center stage against the Scarlet Skier, Martian Manhunter and Guy Gardner battle Despero, the Justice League International teams up with Justice League Europe, plus much more! Collects Justice League America #31-50, Justice League America Annual #4, Justice League Quarterly #1, Justice League Europe #7-25, Justice League Europe Annual #1, and Justice League International Special #1.",72.5,,DC,"J.M. Dematteis, Len Wein, And Others Keith Giffen","Mike Mckone, Keith Giffen, Bart Sears, Marshall Rogers, Chris Sprouse, And Others Adam Hughes",Bart Sears,JUL207126,9781779502964,Full Color,Hardcover
Justice League Odyssey TP Vol 01 the Ghost Sector,"(W) Joshua Williamson (A) Stejpan Sejic & Various (CA) Stejpan Sejic When a cosmic menace threatens worlds beyond our own in the Ghost Sector, it falls to a new Justice League team to answer the call to battle! Cyborg, Starfire, Green Lantern Jessica Cruz and an out-of-his-element Azrael head to deep space inside a commandeered Brainiac Skull Ship. These wild-card teammates try to stop Despero from slave-trading Coluan refugees, only to discover something that nothing in the universe could have prepared them for: Darkseid...who says he's there to help?! Collects issues #1-5, plus a section featuring behind-the-scenes art by Stjepan Sejic!",9.85,160.0,DC,Joshua Williamson,Stejpan Sejic,Stejpan Sejic,FEB190588,9781401289492,Color,Softcover
Justice League International Book 02 Around the World TP,"(W) Keith Giffen, J.M. DeMatteis (A) Various (CA) Kevin Maguire, Joe Rubinstein The Justice League International era continues with more wild and witty misadventures from Blue Beetle, Booster Gold, Guy Gardner, and the rest of the unlikely team! The fun continues in this second collection of the League?s international exploits, including Guy Gardner battling Lobo, the arrival of the Injustice League, Blue Beetle and Booster Gold hunting a vampire, and the Huntress teaming with the Justice League against Darkseid?s forces.Collects Justice League International #18-25, Justice League America #26-30, Justice League Europe #1-6, and Justice League International Annual #1.",17.39,,DC,J.M. Dematteis Keith Giffen,Various,Joe Rubinstein Kevin Maguire,OCT207144,9781779507617,Full Color,Softcover
Mad About the Trump Era TP,"(W/A/CA) Usual Gang of Idiots In this sequel to the best-selling MAD ABOUT TRUMP: A BRILLIANT LOOK AT OUR BRAINLESS PRESIDENT, America's most pompous, pernicious and repugnant president gets another relentless roast inside the MAD oven! You'll retch as you relive the tortured memories of the past two years. Who can forget brainless ideas like 'Space Force,' petty nicknames such as 'Rocket Man,' despicable policies like family separation at the Mexican border, and Trump's constant cries of 'witch hunt' and 'no collusion' as we watched his closest cronies get carted off to jail. All the face-palming stupidity, casual cruelty, racist-enabling, bald-faced lying, three a.m. tweeting, and much more is lampooned for your 'executive time' enjoyment!",7.53,128.0,DC,Usual Gang Of Idiots,Usual Gang Of Idiots,Usual Gang Of Idiots,FEB190596,9781401293468,Color,Softcover
Lucifer Vol 04 the Devil at Heart TP (MR),"(W) Dan Watters (A) Sebastian Fiumara, Max Fiumara, Brian Level (CA) Tiffany Turrill Lucifer reaches its conclusion in these climactic tales from the Sandman Universe that are presented for the first time anywhere in this collection! At long last, the Devil returns to Hell. Lucifer trespasses into the garden of Destiny of the Endless, but for what nefarious purpose? Nothing less than tearing a page from the Book of Destiny itself. Originally intended for Lucifer #20-24, these stories bring the tale of Lucifer to a dramatic close.",9.85,,DC,Dan Watters,"Max Fiumara, Brian Level Sebastian Fiumara",Tiffany Turrill,OCT207150,9781779507556,Full Color,Softcover
Lucifer TP Vol 05 (MR),"(W) Mike Carey (A) Peter Gross & Various (CA) Christopher Moeller In this final volume collecting issues #62-75, the forces of Heaven, Hell, and everyone in between wage a final battle to determine the fate of both Yahweh and Lucifer's Creations - a fate no one, not even the Lightbringer, could foresee. And in the aftermath of the battle, how will Lucifer and his cohorts pick up their lives and tie up loose ends?",17.39,352.0,DC,Mike Carey,Peter Gross,Christopher Moeller,SEP140346,9781401249458,Full Color,Softcover
